id,grid_solution,steps
lgp-test-4x6-2,{},197
lgp-test-4x4-6,{},5
lgp-test-5x3-35,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Bob"", ""Janelle"", ""tall""], [""2"", ""Peter"", ""Holly"", ""average""], [""3"", ""Alice"", ""Aniya"", ""short""], [""4"", ""Arnold"", ""Penny"", ""very_tall""], [""5"", ""Eric"", ""Kailyn"", ""very_short""]]}",35
lgp-test-2x5-11,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""very_short"", ""gardening"", ""pizza"", ""engineer""], [""2"", ""Arnold"", ""short"", ""photography"", ""grilled_cheese"", ""doctor""]]}",12
lgp-test-2x5-8,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""high_school"", ""engineer"", ""sept"", ""yellow""], [""2"", ""Eric"", ""associate"", ""doctor"", ""april"", ""red""]]}",10
lgp-test-4x5-25,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""victorian"", ""red"", ""Meredith"", ""science_fiction""], [""2"", ""Eric"", ""ranch"", ""black"", ""Fred"", ""mystery""], [""3"", ""Peter"", ""craftsman"", ""blonde"", ""Bella"", ""fantasy""], [""4"", ""Alice"", ""colonial"", ""brown"", ""Samantha"", ""romance""]]}",32
lgp-test-2x3-30,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""grilled_cheese"", ""carnations""], [""2"", ""Eric"", ""pizza"", ""daffodils""]]}",8
lgp-test-4x4-17,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""brit"", ""roses"", ""bachelor""], [""2"", ""Eric"", ""swede"", ""daffodils"", ""high_school""], [""3"", ""Alice"", ""dane"", ""lilies"", ""master""], [""4"", ""Peter"", ""norwegian"", ""carnations"", ""associate""]]}",26
lgp-test-5x5-29,{},160
lgp-test-2x4-7,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""rock"", ""black"", ""dane""], [""2"", ""Eric"", ""pop"", ""brown"", ""brit""]]}",12
lgp-test-6x5-13,{},14
lgp-test-6x3-25,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""chevrolet_silverado"", ""cooking""], [""2"", ""Alice"", ""toyota_camry"", ""painting""], [""3"", ""Carol"", ""honda_civic"", ""woodworking""], [""4"", ""Bob"", ""bmw_3_series"", ""knitting""], [""5"", ""Eric"", ""tesla_model_3"", ""photography""], [""6"", ""Peter"", ""ford_f150"", ""gardening""]]}",72
lgp-test-3x3-6,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""mystery"", ""mountain""], [""2"", ""Arnold"", ""science_fiction"", ""beach""], [""3"", ""Peter"", ""romance"", ""city""]]}",9
lgp-test-2x3-19,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""pizza"", ""science_fiction""], [""2"", ""Arnold"", ""grilled_cheese"", ""mystery""]]}",7
lgp-test-3x3-5,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""swede"", ""tennis""], [""2"", ""Eric"", ""dane"", ""basketball""], [""3"", ""Peter"", ""brit"", ""soccer""]]}",13
lgp-test-3x4-34,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Peter"", ""red"", ""ford_f150"", ""Aniya""], [""2"", ""Arnold"", ""yellow"", ""toyota_camry"", ""Janelle""], [""3"", ""Eric"", ""white"", ""tesla_model_3"", ""Holly""]]}",19
lgp-test-3x6-11,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Peter"", ""lilies"", ""brown"", ""rock"", ""Aniya"", ""yellow""], [""2"", ""Arnold"", ""carnations"", ""black"", ""pop"", ""Janelle"", ""white""], [""3"", ""Eric"", ""daffodils"", ""blonde"", ""classical"", ""Holly"", ""red""]]}",21
lgp-test-6x2-8,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""blue""], [""2"", ""Eric"", ""green""], [""3"", ""Alice"", ""red""], [""4"", ""Carol"", ""yellow""], [""5"", ""Bob"", ""white""], [""6"", ""Arnold"", ""purple""]]}",16
lgp-test-2x2-19,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""Fred""], [""2"", ""Arnold"", ""Bella""]]}",4
lgp-test-4x4-20,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Peter"", ""Meredith"", ""pizza"", ""yellow""], [""2"", ""Arnold"", ""Fred"", ""grilled_cheese"", ""green""], [""3"", ""Alice"", ""Bella"", ""stew"", ""red""], [""4"", ""Eric"", ""Samantha"", ""spaghetti"", ""white""]]}",31
lgp-test-3x5-11,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""cooking"", ""brit"", ""grilled_cheese"", ""watermelon""], [""2"", ""Peter"", ""photography"", ""swede"", ""spaghetti"", ""cherry""], [""3"", ""Arnold"", ""gardening"", ""dane"", ""pizza"", ""desert""]]}",47
lgp-test-5x2-13,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Bob"", ""Fred""], [""2"", ""Arnold"", ""Bella""], [""3"", ""Eric"", ""Timothy""], [""4"", ""Peter"", ""Meredith""], [""5"", ""Alice"", ""Samantha""]]}",13
lgp-test-2x2-0,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""rock""], [""2"", ""Arnold"", ""pop""]]}",6
lgp-test-4x5-23,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""rock"", ""cooking"", ""high_school"", ""fish""], [""2"", ""Arnold"", ""jazz"", ""painting"", ""master"", ""cat""], [""3"", ""Eric"", ""pop"", ""gardening"", ""associate"", ""bird""], [""4"", ""Alice"", ""classical"", ""photography"", ""bachelor"", ""dog""]]}",29
lgp-test-4x5-32,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""gardening"", ""feb"", ""associate"", ""dragonfruit""], [""2"", ""Alice"", ""cooking"", ""april"", ""master"", ""cherry""], [""3"", ""Peter"", ""painting"", ""sept"", ""high_school"", ""watermelon""], [""4"", ""Eric"", ""photography"", ""jan"", ""bachelor"", ""desert""]]}",30
lgp-test-2x6-5,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""engineer"", ""april"", ""colonial"", ""very_short"", ""prince""], [""2"", ""Arnold"", ""doctor"", ""sept"", ""victorian"", ""short"", ""pall_mall""]]}",15
lgp-test-5x6-38,{},253
lgp-test-3x6-22,{},29
lgp-test-6x2-34,{},17
lgp-test-6x6-13,{},3151
lgp-test-6x4-14,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""honda_civic"", ""Janelle"", ""woodworking""], [""2"", ""Carol"", ""chevrolet_silverado"", ""Aniya"", ""photography""], [""3"", ""Eric"", ""ford_f150"", ""Holly"", ""gardening""], [""4"", ""Bob"", ""bmw_3_series"", ""Sarah"", ""knitting""], [""5"", ""Peter"", ""tesla_model_3"", ""Penny"", ""painting""], [""6"", ""Alice"", ""toyota_camry"", ""Kailyn"", ""cooking""]]}",142
lgp-test-5x6-36,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""black"", ""cruise"", ""daffodils"", ""pizza"", ""painting""], [""2"", ""Arnold"", ""red"", ""mountain"", ""carnations"", ""spaghetti"", ""gardening""], [""3"", ""Peter"", ""gray"", ""beach"", ""lilies"", ""stew"", ""photography""], [""4"", ""Alice"", ""brown"", ""city"", ""tulips"", ""stir_fry"", ""knitting""], [""5"", ""Bob"", ""blonde"", ""camping"", ""roses"", ""grilled_cheese"", ""cooking""]]}",1940
lgp-test-6x6-39,{},3979
lgp-test-3x4-25,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""tennis"", ""yellow"", ""Aniya""], [""2"", ""Eric"", ""soccer"", ""white"", ""Holly""], [""3"", ""Peter"", ""basketball"", ""red"", ""Janelle""]]}",13
lgp-test-5x3-0,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""tesla_model_3"", ""beach""], [""2"", ""Peter"", ""honda_civic"", ""camping""], [""3"", ""Alice"", ""ford_f150"", ""cruise""], [""4"", ""Eric"", ""bmw_3_series"", ""city""], [""5"", ""Bob"", ""toyota_camry"", ""mountain""]]}",202
lgp-test-2x4-28,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""carnations"", ""iphone_13"", ""yellow""], [""2"", ""Arnold"", ""daffodils"", ""samsung_galaxy_s21"", ""red""]]}",14
lgp-test-4x4-39,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""pop"", ""dane"", ""yellow""], [""2"", ""Alice"", ""classical"", ""brit"", ""white""], [""3"", ""Peter"", ""jazz"", ""swede"", ""green""], [""4"", ""Arnold"", ""rock"", ""norwegian"", ""red""]]}",52
lgp-test-2x6-22,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""dane"", ""mystery"", ""sept"", ""cat"", ""Fred""], [""2"", ""Eric"", ""brit"", ""science_fiction"", ""april"", ""dog"", ""Bella""]]}",16
lgp-test-5x6-20,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""tall"", ""engineer"", ""Penny"", ""jan"", ""dog""], [""2"", ""Alice"", ""very_tall"", ""doctor"", ""Kailyn"", ""feb"", ""cat""], [""3"", ""Eric"", ""very_short"", ""artist"", ""Holly"", ""mar"", ""fish""], [""4"", ""Peter"", ""short"", ""teacher"", ""Aniya"", ""sept"", ""hamster""], [""5"", ""Bob"", ""average"", ""lawyer"", ""Janelle"", ""april"", ""bird""]]}",1680
lgp-test-4x4-32,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Alice"", ""cruise"", ""coffee"", ""norwegian""], [""2"", ""Arnold"", ""beach"", ""milk"", ""brit""], [""3"", ""Peter"", ""mountain"", ""tea"", ""dane""], [""4"", ""Eric"", ""city"", ""water"", ""swede""]]}",18
lgp-test-6x5-10,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""dragonfruit"", ""rock"", ""fantasy"", ""red""], [""2"", ""Eric"", ""desert"", ""pop"", ""biography"", ""purple""], [""3"", ""Bob"", ""lime"", ""jazz"", ""historical_fiction"", ""white""], [""4"", ""Carol"", ""cherry"", ""country"", ""science_fiction"", ""yellow""], [""5"", ""Peter"", ""blueberry"", ""classical"", ""romance"", ""green""], [""6"", ""Alice"", ""watermelon"", ""hip_hop"", ""mystery"", ""blue""]]}",6532
lgp-test-5x5-16,{},352
lgp-test-5x5-19,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""modern"", ""oneplus_9"", ""pall_mall"", ""biography""], [""2"", ""Arnold"", ""victorian"", ""google_pixel_6"", ""blue_master"", ""romance""], [""3"", ""Bob"", ""ranch"", ""huawei_p50"", ""prince"", ""mystery""], [""4"", ""Eric"", ""colonial"", ""samsung_galaxy_s21"", ""blends"", ""fantasy""], [""5"", ""Alice"", ""craftsman"", ""iphone_13"", ""dunhill"", ""science_fiction""]]}",71
lgp-test-2x2-3,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""victorian""], [""2"", ""Arnold"", ""colonial""]]}",5
lgp-test-6x4-28,{},152
lgp-test-2x6-1,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""basketball"", ""black"", ""short"", ""desert"", ""carnations""], [""2"", ""Arnold"", ""soccer"", ""brown"", ""very_short"", ""cherry"", ""daffodils""]]}",17
lgp-test-4x3-5,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""painting"", ""pall_mall""], [""2"", ""Alice"", ""photography"", ""prince""], [""3"", ""Eric"", ""gardening"", ""dunhill""], [""4"", ""Peter"", ""cooking"", ""blue_master""]]}",71
lgp-test-6x5-11,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""associate"", ""toyota_camry"", ""water"", ""carnations""], [""2"", ""Carol"", ""high_school"", ""honda_civic"", ""tea"", ""daffodils""], [""3"", ""Bob"", ""doctorate"", ""chevrolet_silverado"", ""milk"", ""iris""], [""4"", ""Alice"", ""master"", ""ford_f150"", ""boba_tea"", ""tulips""], [""5"", ""Arnold"", ""bachelor"", ""tesla_model_3"", ""root_beer"", ""lilies""], [""6"", ""Peter"", ""trade_school"", ""bmw_3_series"", ""coffee"", ""roses""]]}",1566
lgp-test-6x6-38,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Alice"", ""iphone_13"", ""blue_master"", ""beach"", ""auburn"", ""milk""], [""2"", ""Arnold"", ""oneplus_9"", ""blends"", ""cruise"", ""red"", ""root_beer""], [""3"", ""Carol"", ""huawei_p50"", ""prince"", ""camping"", ""blonde"", ""coffee""], [""4"", ""Peter"", ""google_pixel_6"", ""dunhill"", ""mountain"", ""brown"", ""water""], [""5"", ""Eric"", ""xiaomi_mi_11"", ""pall_mall"", ""cultural"", ""black"", ""tea""], [""6"", ""Bob"", ""samsung_galaxy_s21"", ""yellow_monster"", ""city"", ""gray"", ""boba_tea""]]}",5573
lgp-test-6x5-35,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Alice"", ""tea"", ""daffodils"", ""mar"", ""knitting""], [""2"", ""Arnold"", ""coffee"", ""roses"", ""may"", ""woodworking""], [""3"", ""Carol"", ""water"", ""lilies"", ""april"", ""gardening""], [""4"", ""Peter"", ""boba_tea"", ""carnations"", ""feb"", ""cooking""], [""5"", ""Bob"", ""root_beer"", ""iris"", ""jan"", ""painting""], [""6"", ""Eric"", ""milk"", ""tulips"", ""sept"", ""photography""]]}",233
lgp-test-5x3-16,{},30
lgp-test-5x6-27,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Bob"", ""april"", ""swimming"", ""white"", ""teacher"", ""Aniya""], [""2"", ""Arnold"", ""feb"", ""basketball"", ""green"", ""artist"", ""Holly""], [""3"", ""Peter"", ""sept"", ""soccer"", ""yellow"", ""doctor"", ""Kailyn""], [""4"", ""Alice"", ""jan"", ""baseball"", ""red"", ""lawyer"", ""Penny""], [""5"", ""Eric"", ""mar"", ""tennis"", ""blue"", ""engineer"", ""Janelle""]]}",38
lgp-test-6x4-19,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""honda_civic"", ""fish"", ""dragonfruit""], [""2"", ""Peter"", ""tesla_model_3"", ""cat"", ""lime""], [""3"", ""Alice"", ""ford_f150"", ""dog"", ""watermelon""], [""4"", ""Bob"", ""toyota_camry"", ""horse"", ""desert""], [""5"", ""Eric"", ""chevrolet_silverado"", ""rabbit"", ""cherry""], [""6"", ""Carol"", ""bmw_3_series"", ""bird"", ""blueberry""]]}",79
lgp-test-5x6-8,{},147
lgp-test-6x5-16,{},95
lgp-test-5x4-18,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Bob"", ""tesla_model_3"", ""red"", ""Holly""], [""2"", ""Arnold"", ""toyota_camry"", ""white"", ""Janelle""], [""3"", ""Alice"", ""honda_civic"", ""yellow"", ""Kailyn""], [""4"", ""Eric"", ""bmw_3_series"", ""green"", ""Penny""], [""5"", ""Peter"", ""ford_f150"", ""blue"", ""Aniya""]]}",276
lgp-test-2x4-37,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""photography"", ""cat"", ""engineer""], [""2"", ""Eric"", ""gardening"", ""dog"", ""doctor""]]}",14
lgp-test-5x5-18,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""Kailyn"", ""horse"", ""dragonfruit"", ""teacher""], [""2"", ""Peter"", ""Penny"", ""bird"", ""lime"", ""doctor""], [""3"", ""Arnold"", ""Aniya"", ""cat"", ""cherry"", ""engineer""], [""4"", ""Alice"", ""Janelle"", ""fish"", ""watermelon"", ""lawyer""], [""5"", ""Bob"", ""Holly"", ""dog"", ""desert"", ""artist""]]}",204
lgp-test-6x2-30,{},169
lgp-test-2x2-11,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""engineer""], [""2"", ""Eric"", ""doctor""]]}",4
lgp-test-4x6-6,{},47
lgp-test-3x3-17,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""google_pixel_6"", ""pop""], [""2"", ""Arnold"", ""samsung_galaxy_s21"", ""classical""], [""3"", ""Peter"", ""iphone_13"", ""rock""]]}",23
lgp-test-4x5-21,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""watermelon"", ""tennis"", ""tesla_model_3"", ""roses""], [""2"", ""Alice"", ""desert"", ""soccer"", ""toyota_camry"", ""carnations""], [""3"", ""Arnold"", ""cherry"", ""basketball"", ""ford_f150"", ""lilies""], [""4"", ""Peter"", ""dragonfruit"", ""swimming"", ""honda_civic"", ""daffodils""]]}",30
lgp-test-4x3-39,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""brown"", ""basketball""], [""2"", ""Eric"", ""blonde"", ""soccer""], [""3"", ""Alice"", ""red"", ""swimming""], [""4"", ""Peter"", ""black"", ""tennis""]]}",17
lgp-test-6x6-3,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""doctor"", ""spaghetti"", ""lime"", ""cruise"", ""google_pixel_6""], [""2"", ""Bob"", ""artist"", ""pizza"", ""desert"", ""city"", ""iphone_13""], [""3"", ""Carol"", ""nurse"", ""grilled_cheese"", ""dragonfruit"", ""mountain"", ""oneplus_9""], [""4"", ""Alice"", ""teacher"", ""soup"", ""blueberry"", ""beach"", ""samsung_galaxy_s21""], [""5"", ""Arnold"", ""engineer"", ""stew"", ""cherry"", ""cultural"", ""huawei_p50""], [""6"", ""Peter"", ""lawyer"", ""stir_fry"", ""watermelon"", ""camping"", ""xiaomi_mi_11""]]}",1798
lgp-test-3x6-30,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""mystery"", ""google_pixel_6"", ""average"", ""carnations"", ""grilled_cheese""], [""2"", ""Peter"", ""romance"", ""iphone_13"", ""very_short"", ""daffodils"", ""spaghetti""], [""3"", ""Arnold"", ""science_fiction"", ""samsung_galaxy_s21"", ""short"", ""lilies"", ""pizza""]]}",20
lgp-test-3x6-34,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Peter"", ""dog"", ""mystery"", ""toyota_camry"", ""sept"", ""rock""], [""2"", ""Eric"", ""fish"", ""romance"", ""ford_f150"", ""april"", ""classical""], [""3"", ""Arnold"", ""cat"", ""science_fiction"", ""tesla_model_3"", ""jan"", ""pop""]]}",34
lgp-test-2x3-25,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""cherry"", ""samsung_galaxy_s21""], [""2"", ""Arnold"", ""desert"", ""iphone_13""]]}",6
lgp-test-5x2-10,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""pop""], [""2"", ""Eric"", ""rock""], [""3"", ""Alice"", ""jazz""], [""4"", ""Bob"", ""classical""], [""5"", ""Arnold"", ""hip_hop""]]}",14
lgp-test-6x5-36,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Alice"", ""stew"", ""high_school"", ""fish"", ""colonial""], [""2"", ""Arnold"", ""pizza"", ""master"", ""rabbit"", ""mediterranean""], [""3"", ""Carol"", ""spaghetti"", ""associate"", ""bird"", ""ranch""], [""4"", ""Eric"", ""grilled_cheese"", ""bachelor"", ""horse"", ""victorian""], [""5"", ""Bob"", ""stir_fry"", ""doctorate"", ""dog"", ""modern""], [""6"", ""Peter"", ""soup"", ""trade_school"", ""cat"", ""craftsman""]]}",1194
lgp-test-5x4-16,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""blue"", ""prince"", ""biography""], [""2"", ""Alice"", ""green"", ""blue_master"", ""mystery""], [""3"", ""Bob"", ""white"", ""blends"", ""fantasy""], [""4"", ""Peter"", ""yellow"", ""pall_mall"", ""romance""], [""5"", ""Eric"", ""red"", ""dunhill"", ""science_fiction""]]}",78
lgp-test-6x2-11,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""stew""], [""2"", ""Arnold"", ""pizza""], [""3"", ""Alice"", ""spaghetti""], [""4"", ""Bob"", ""soup""], [""5"", ""Carol"", ""stir_fry""], [""6"", ""Peter"", ""grilled_cheese""]]}",30
lgp-test-6x5-38,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""mar"", ""stir_fry"", ""short"", ""honda_civic""], [""2"", ""Alice"", ""sept"", ""spaghetti"", ""average"", ""chevrolet_silverado""], [""3"", ""Peter"", ""may"", ""stew"", ""super_tall"", ""bmw_3_series""], [""4"", ""Carol"", ""feb"", ""pizza"", ""very_short"", ""tesla_model_3""], [""5"", ""Bob"", ""april"", ""soup"", ""tall"", ""ford_f150""], [""6"", ""Eric"", ""jan"", ""grilled_cheese"", ""very_tall"", ""toyota_camry""]]}",69
lgp-test-5x3-2,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Alice"", ""gardening"", ""milk""], [""2"", ""Arnold"", ""cooking"", ""root_beer""], [""3"", ""Bob"", ""photography"", ""water""], [""4"", ""Peter"", ""knitting"", ""tea""], [""5"", ""Eric"", ""painting"", ""coffee""]]}",20
lgp-test-2x5-36,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""daffodils"", ""pop"", ""Bella"", ""pall_mall""], [""2"", ""Arnold"", ""carnations"", ""rock"", ""Fred"", ""prince""]]}",15
lgp-test-2x4-32,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""science_fiction"", ""april"", ""beach""], [""2"", ""Arnold"", ""mystery"", ""sept"", ""mountain""]]}",13
lgp-test-2x3-8,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""april"", ""Aniya""], [""2"", ""Arnold"", ""sept"", ""Holly""]]}",8
lgp-test-5x6-13,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Alice"", ""stir_fry"", ""ford_f150"", ""samsung_galaxy_s21"", ""artist"", ""milk""], [""2"", ""Peter"", ""grilled_cheese"", ""bmw_3_series"", ""huawei_p50"", ""engineer"", ""water""], [""3"", ""Arnold"", ""stew"", ""toyota_camry"", ""iphone_13"", ""doctor"", ""coffee""], [""4"", ""Eric"", ""pizza"", ""honda_civic"", ""oneplus_9"", ""lawyer"", ""root_beer""], [""5"", ""Bob"", ""spaghetti"", ""tesla_model_3"", ""google_pixel_6"", ""teacher"", ""tea""]]}",79
lgp-test-2x4-13,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""mystery"", ""horse"", ""basketball""], [""2"", ""Arnold"", ""science_fiction"", ""cat"", ""soccer""]]}",10
lgp-test-4x4-25,{},14
lgp-test-4x5-1,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""Holly"", ""colonial"", ""cat"", ""bachelor""], [""2"", ""Eric"", ""Aniya"", ""craftsman"", ""horse"", ""high_school""], [""3"", ""Alice"", ""Kailyn"", ""victorian"", ""bird"", ""associate""], [""4"", ""Arnold"", ""Janelle"", ""ranch"", ""fish"", ""master""]]}",39
lgp-test-2x5-21,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""basketball"", ""Fred"", ""tea"", ""grilled_cheese""], [""2"", ""Eric"", ""soccer"", ""Bella"", ""water"", ""pizza""]]}",10
lgp-test-6x4-1,{},114
lgp-test-6x5-5,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Carol"", ""blueberry"", ""fish"", ""trade_school"", ""tall""], [""2"", ""Arnold"", ""lime"", ""hamster"", ""master"", ""short""], [""3"", ""Peter"", ""cherry"", ""bird"", ""doctorate"", ""very_tall""], [""4"", ""Bob"", ""desert"", ""rabbit"", ""high_school"", ""super_tall""], [""5"", ""Alice"", ""dragonfruit"", ""dog"", ""associate"", ""very_short""], [""6"", ""Eric"", ""watermelon"", ""cat"", ""bachelor"", ""average""]]}",5895
